date,AM_PM,levelcode,pressure_mb,height_m,tmpc,dwpc,drct,speed_kts,bearing,range_sm
1/2/19,PM,5,50.7,20196,-64.9,-94.9,M,M,M,M
1/2/19,PM,4,50,20290,-65.7,-94.7,285,59,100,114
1/2/19,PM,5,47.8,20561,-67.7,-95.7,M,M,M,M
1/2/19,PM,5,44.1,21046,-66.5,-95.5,M,M,M,M
1/2/19,PM,5,42.2,21314,-63.1,-93.1,M,M,M,M
1/2/19,PM,6,42,21336,M,M,285,61,100,117
1/2/19,PM,6,36.2,22250,M,M,285,46,100,120
1/2/19,PM,6,34.4,22555,M,M,280,49,100,121
1/2/19,PM,5,31.6,23082,-64.7,-94.7,M,M,M,M
1/2/19,PM,4,30,23400,-66.3,-95.3,300,47,100,123
1/2/19,PM,6,29.7,23469,M,M,300,47,100,123
1/2/19,PM,5,28.6,23688,-67.9,-95.9,M,M,M,M
1/2/19,PM,5,27.3,23968,-66.3,-95.3,M,M,M,M
1/2/19,PM,6,25.5,24384,M,M,280,43,100,125
1/2/19,PM,6,24.2,24688,M,M,275,46,100,126
1/2/19,PM,5,23.8,24795,-67.3,-96.3,M,M,M,M
1/2/19,PM,6,23,24993,M,M,300,46,100,127
1/2/19,PM,5,22,25270,-64.9,-94.9,M,M,M,M
1/2/19,PM,4,20,25860,-63.9,-93.9,305,46,101,129
1/2/19,PM,6,19.8,25908,M,M,305,46,101,129
1/2/19,PM,6,18,26517,M,M,320,33,101,130
1/2/19,PM,5,17.4,26715,-62.1,-92.1,M,M,M,M
1/2/19,PM,6,16.3,27127,M,M,305,13,101,131
1/2/19,PM,6,15.5,27432,M,M,300,27,101,131
1/2/19,PM,6,14,28041,M,M,300,37,102,132
1/2/19,PM,5,13.5,28246,-71.1,-98.1,M,M,M,M
1/2/19,PM,5,12.9,28516,-69.1,-97.1,M,M,M,M
1/2/19,PM,6,12,28956,M,M,320,74,102,135
1/2/19,PM,5,11.3,29307,-68.1,-96.1,M,M,M,M
1/2/19,PM,5,10.7,29638,-62.3,-92.3,M,M,M,M
1/2/19,PM,6,10.3,29870,M,M,325,90,103,138
1/2/19,PM,4,10,30060,-56.5,-88.5,325,88,103,139
1/2/19,PM,5,9.5,30388,-52.5,-85.5,M,M,M,M
1/2/19,PM,6,9.4,30480,M,M,325,79,104,140
1/2/19,PM,6,8.9,30784,M,M,330,72,104,141
1/2/19,PM,5,8.6,31044,-42.1,-78.1,M,M,M,M
1/2/19,PM,6,8.5,31089,M,M,335,34,105,142
1/2/19,PM,5,8,31530,-44.1,-80.1,M,M,M,M
1/2/19,PM,6,7.8,31699,M,M,325,18,105,142
1/2/19,PM,6,7.5,32004,M,M,300,12,105,142
1/2/19,PM,4,7,32420,-51.3,-85.3,260,22,105,143
1/2/19,PM,6,6.5,32918,M,M,315,36,105,144
1/2/19,PM,5,6.2,33204,-52.7,-85.7,M,M,M,M
1/3/19,AM,9,1012,94,-1.9,-10.9,0,0,0,0
1/3/19,AM,4,1000,193,-2.3,-13.3,160,5,259,0
1/3/19,AM,6,986,304,M,M,155,8,319,0
1/3/19,AM,5,980,352,-3.3,-16.3,M,M,M,M
1/3/19,AM,5,963,490,-4.3,-11.3,M,M,M,M
1/3/19,AM,5,951,588,-4.9,-13.9,M,M,M,M
1/3/19,AM,6,948.5,609,M,M,175,19,340,0
1/3/19,AM,5,944,646,-5.3,-12.3,M,M,M,M
1/3/19,AM,4,925,807,-6.5,-11.1,185,19,349,0
1/3/19,AM,5,921,841,-6.7,-10.7,M,M,M,M
1/3/19,AM,5,913,909,-6.5,-9.5,M,M,M,M
1/3/19,AM,6,912.4,914,M,M,190,12,352,0
1/3/19,AM,5,906,969,-6.1,-11.1,M,M,M,M
1/3/19,AM,5,884,1160,-7.3,-13.3,M,M,M,M
1/3/19,AM,6,877.3,1219,M,M,225,13,1,0
1/3/19,AM,5,870,1284,-8.1,-12.8,M,M,M,M
1/3/19,AM,5,855,1419,-7.5,-11.6,M,M,M,M
1/3/19,AM,4,850,1466,-7.7,-11,240,14,10,0
1/3/19,AM,6,843.7,1524,M,M,240,14,13,0
1/3/19,AM,5,828,1669,-9.3,-11.5,M,M,M,M
1/3/19,AM,6,811,1828,M,M,215,13,19,1
1/3/19,AM,5,800,1933,-10.9,-13.9,M,M,M,M
1/3/19,AM,5,785,2078,-10.9,-14.2,M,M,M,M
1/3/19,AM,5,782,2107,-10.3,-15,M,M,M,M
1/3/19,AM,6,779.3,2133,M,M,240,22,25,1
1/3/19,AM,5,778,2146,-9.5,-21.5,M,M,M,M
1/3/19,AM,5,775,2176,-9.1,-27.1,M,M,M,M
1/3/19,AM,5,771,2216,-8.7,-34.7,M,M,M,M
1/3/19,AM,5,766,2266,-8.3,-29.3,M,M,M,M
1/3/19,AM,5,752,2409,-8.1,-27.1,M,M,M,M
1/3/19,AM,6,749.2,2438,M,M,250,26,34,1
1/3/19,AM,5,746,2471,-8.3,-18.3,M,M,M,M
1/3/19,AM,5,740,2533,-8.5,-15.5,M,M,M,M
1/3/19,AM,5,730,2638,-8.1,-16.1,M,M,M,M
1/3/19,AM,6,720.2,2743,M,M,270,42,45,2
1/3/19,AM,5,715,2799,-7.1,-12.1,M,M,M,M
1/3/19,AM,5,707,2886,-7.3,-13.3,M,M,M,M
1/3/19,AM,4,700,2970,-7.7,-13.7,270,46,53,2
1/3/19,AM,6,666.1,3352,M,M,275,59,65,3
1/3/19,AM,5,652,3517,-10.9,-14,M,M,M,M
1/3/19,AM,6,640.1,3657,M,M,275,59,71,4
1/3/19,AM,6,590.5,4267,M,M,270,64,78,6
1/3/19,AM,5,571,4521,-17.1,-20,M,M,M,M
1/3/19,AM,6,544.3,4876,M,M,270,73,81,8
1/3/19,AM,5,529,5087,-21.7,-25.2,M,M,M,M
1/3/19,AM,5,516,5269,-23.1,-25.8,M,M,M,M
1/3/19,AM,4,500,5510,-23.7,-25.4,270,80,83,11
1/3/19,AM,5,499,5526,-23.7,-25.4,M,M,M,M
1/3/19,AM,6,481,5791,M,M,270,80,84,12
1/3/19,AM,5,475,5882,-26.9,-28.4,M,M,M,M
1/3/19,AM,5,473,5912,-26.7,-29.9,M,M,M,M
1/3/19,AM,5,469,5973,-26.3,-41.3,M,M,M,M
1/3/19,AM,5,465,6035,-26.7,-56.7,M,M,M,M
1/3/19,AM,6,461.1,6096,M,M,275,88,84,13
1/3/19,AM,5,454,6207,-28.1,-60.1,M,M,M,M
1/3/19,AM,5,441,6415,-28.5,-63.5,M,M,M,M
1/3/19,AM,5,439,6447,-28.7,-45.7,M,M,M,M
1/3/19,AM,5,437,6480,-28.9,-37.9,M,M,M,M
1/3/19,AM,5,434,6529,-29.5,-35.5,M,M,M,M
1/3/19,AM,5,418,6795,-31.7,-33.3,M,M,M,M
1/3/19,AM,5,416,6829,-31.3,-33.4,M,M,M,M
1/3/19,AM,5,413,6880,-30.3,-38.3,M,M,M,M
1/3/19,AM,5,408,6966,-30.1,-45.1,M,M,M,M
1/3/19,AM,6,405.5,7010,M,M,275,111,87,18
1/3/19,AM,5,402,7071,-30.3,-59.3,M,M,M,M
1/3/19,AM,4,400,7110,-30.3,-64.3,275,110,87,19
1/3/19,AM,5,392,7253,-30.5,-62.5,M,M,M,M
1/3/19,AM,6,372.1,7620,M,M,275,114,88,22
1/3/19,AM,5,371,7641,-33.7,-51.7,M,M,M,M
1/3/19,AM,5,338,8284,-39.7,-45.7,M,M,M,M
1/3/19,AM,5,302,9042,-45.5,-50.5,M,M,M,M
1/3/19,AM,4,300,9090,-45.9,-50.9,270,131,89,32
1/3/19,AM,6,297.5,9144,M,M,270,132,89,33
1/3/19,AM,6,271,9753,M,M,275,137,90,37
1/3/19,AM,4,250,10280,-53.3,-59.3,280,160,90,41
1/3/19,AM,5,236,10648,-56.1,-62.1,M,M,M,M
1/3/19,AM,5,228,10866,-57.3,-61.9,M,M,M,M
1/3/19,AM,6,224.2,10972,M,M,280,186,92,48
1/3/19,AM,5,208,11438,-62.3,-67.2,M,M,M,M
1/3/19,AM,6,203.4,11582,M,M,280,184,92,54
1/3/19,AM,4,200,11690,-61.7,-68.7,285,171,93,55
1/3/19,AM,5,199,11721,-61.7,-69.7,M,M,M,M
1/3/19,AM,5,181,12304,-63.5,-74.5,M,M,M,M
1/3/19,AM,5,177,12442,-60.7,-73.7,M,M,M,M
1/3/19,AM,5,169,12729,-59.9,-76.9,M,M,M,M
1/3/19,AM,6,167.1,12801,M,M,280,122,94,64
1/3/19,AM,5,161,13031,-60.1,-79.1,M,M,M,M
1/3/19,AM,5,157,13188,-58.7,-80.7,M,M,M,M
1/3/19,AM,4,150,13470,-60.7,-84.7,280,110,94,69
1/3/19,AM,5,145,13679,-62.5,-86.5,M,M,M,M
1/3/19,AM,6,144.1,13716,M,M,275,104,94,70
1/3/19,AM,5,140,13895,-63.1,-86.1,M,M,M,M
1/3/19,AM,5,138,13983,-62.9,-85.9,M,M,M,M
1/3/19,AM,5,136,14073,-61.3,-85.3,M,M,M,M
1/3/19,AM,5,132,14258,-61.5,-85.5,M,M,M,M
1/3/19,AM,5,129,14400,-62.3,-86.3,M,M,M,M
1/3/19,AM,6,124.3,14630,M,M,275,118,94,76
1/3/19,AM,5,122,14744,-61.7,-86.7,M,M,M,M
1/3/19,AM,5,118,14949,-62.9,-87.9,M,M,M,M
1/3/19,AM,5,114,15161,-61.7,-87.7,M,M,M,M
1/3/19,AM,6,112.5,15240,M,M,275,110,94,79
1/3/19,AM,5,111,15326,-62.3,-88.3,M,M,M,M
1/3/19,AM,5,107,15552,-61.3,-88.3,M,M,M,M
1/3/19,AM,5,105,15669,-62.1,-89.1,M,M,M,M
1/3/19,AM,4,100,15980,-60.7,-88.7,285,88,94,84
1/3/19,AM,5,96.1,16228,-59.3,-89.3,M,M,M,M
1/3/19,AM,6,92.6,16459,M,M,285,73,95,86
1/3/19,AM,5,84.9,16997,-61.9,-91.9,M,M,M,M
1/3/19,AM,6,83.9,17068,M,M,280,83,95,88
1/3/19,AM,6,79.9,17373,M,M,280,69,95,90
1/3/19,AM,5,72.7,17956,-61.1,-92.1,M,M,M,M
1/3/19,AM,6,72.4,17983,M,M,280,79,95,92
1/3/19,AM,4,70,18190,-62.7,-92.7,285,75,95,93
1/3/19,AM,6,68.9,18288,M,M,285,74,95,93
1/3/19,AM,5,64.9,18652,-65.1,-94.1,M,M,M,M
1/3/19,AM,5,60.1,19119,-65.3,-94.3,M,M,M,M
1/3/19,AM,5,55.9,19561,-63.1,-93.1,M,M,M,M
1/3/19,AM,6,53.7,19812,M,M,285,66,96,99
1/3/19,AM,6,51.1,20116,M,M,280,46,96,100
1/3/19,AM,4,50,20250,-64.1,-94.1,280,54,96,100
1/3/19,AM,6,48.6,20421,M,M,290,59,96,101
1/3/19,AM,5,47.6,20551,-63.3,-93.3,M,M,M,M
1/3/19,AM,6,44,21031,M,M,280,48,96,103
1/3/19,AM,5,43.9,21044,-65.5,-94.5,M,M,M,M
1/3/19,AM,6,41.8,21336,M,M,280,54,96,104
1/3/19,AM,5,35.5,22326,-67.5,-96.5,M,M,M,M
1/3/19,AM,6,32.5,22860,M,M,295,61,96,108
1/3/19,AM,4,30,23360,-64.7,-94.7,305,54,97,110
1/3/19,AM,6,29.5,23469,M,M,305,54,97,110
1/3/19,AM,5,28.9,23587,-65.1,-94.1,M,M,M,M
1/3/19,AM,5,28,23780,-62.7,-92.7,M,M,M,M
1/3/19,AM,6,25.4,24384,M,M,280,41,97,113
1/3/19,AM,5,22.7,25056,-67.1,-96.1,M,M,M,M
1/3/19,AM,4,20,25820,-67.3,-96.3,290,56,97,116
1/3/19,AM,6,19.7,25908,M,M,290,57,97,117
1/3/19,AM,5,19.2,26065,-67.3,-96.3,M,M,M,M
1/3/19,PM,9,999,94,0,-1.4,160,5,0,0
1/3/19,PM,4,1000,90,M,M,M,M,M,M
1/3/19,PM,5,995,126,-0.3,-1.6,M,M,M,M
1/3/19,PM,5,974,295,-1.9,-3,M,M,M,M
1/3/19,PM,6,972.9,304,M,M,185,18,351,0
1/3/19,PM,5,962,393,-1.7,-2.7,M,M,M,M
1/3/19,PM,5,949,501,0.2,-2.1,M,M,M,M
1/3/19,PM,6,936.7,609,M,M,240,24,21,0
1/3/19,PM,4,925,713,-0.5,-2.4,250,28,31,0
1/3/19,PM,5,917,782,-0.7,-2.5,M,M,M,M
1/3/19,PM,6,901.9,914,M,M,265,39,49,0
1/3/19,PM,6,868,1219,M,M,280,39,67,1
1/3/19,PM,4,850,1386,-4.3,-5.5,280,39,73,1
1/3/19,PM,6,835.1,1524,M,M,285,42,77,2
1/3/19,PM,5,833,1544,-5.5,-6.5,M,M,M,M
1/3/19,PM,5,817,1696,-5.5,-9.3,M,M,M,M
1/3/19,PM,6,803.2,1828,M,M,285,41,84,2
1/3/19,PM,5,775,2106,-8.1,-17.1,M,M,M,M
1/3/19,PM,6,772.3,2133,M,M,280,39,88,3
1/3/19,PM,6,742.3,2438,M,M,280,36,89,3
1/3/19,PM,6,713.4,2743,M,M,285,35,91,4
1/3/19,PM,4,700,2889,-15.3,-18,285,36,92,4
1/3/19,PM,6,685.3,3048,M,M,280,36,92,5
1/3/19,PM,5,668,3239,-18.5,-19.3,M,M,M,M
1/3/19,PM,5,665,3272,-18.5,-19.6,M,M,M,M
1/3/19,PM,5,659,3340,-16.5,-23.5,M,M,M,M
1/3/19,PM,5,651,3432,-15.7,-32.7,M,M,M,M
1/3/19,PM,5,645,3502,-16.3,-39.3,M,M,M,M
1/3/19,PM,6,631.7,3657,M,M,275,49,93,6
1/3/19,PM,5,618,3821,-19.1,-44.1,M,M,M,M
1/3/19,PM,5,607,3954,-20.1,-41.1,M,M,M,M
1/3/19,PM,5,597,4077,-21.1,-35.1,M,M,M,M
1/3/19,PM,5,593,4126,-20.9,-34.9,M,M,M,M
1/3/19,PM,5,585,4226,-19.3,-46.3,M,M,M,M
1/3/19,PM,6,581.8,4267,M,M,270,70,93,8
1/3/19,PM,5,575,4354,-19.1,-49.1,M,M,M,M
1/3/19,PM,6,535.8,4876,M,M,265,96,91,11
1/3/19,PM,5,517,5141,-20.5,-63.5,M,M,M,M
1/3/19,PM,6,514.2,5181,M,M,260,104,90,13
1/3/19,PM,4,500,5390,-21.7,-64.7,260,109,89,14
1/3/19,PM,5,483,5643,-22.9,-65.9,M,M,M,M
1/3/19,PM,6,453.4,6096,M,M,260,106,87,18
1/3/19,PM,5,411,6801,-31.9,-59.9,M,M,M,M
1/3/19,PM,5,401,6976,-31.3,-69.3,M,M,M,M
1/3/19,PM,4,400,7000,-31.3,-70.3,255,130,84,24
1/3/19,PM,5,390,7178,-32.3,-71.3,M,M,M,M
1/3/19,PM,5,382,7324,-30.3,-70.3,M,M,M,M
1/3/19,PM,6,366.3,7620,M,M,255,135,83,28
1/3/19,PM,5,353,7880,-34.1,-56.1,M,M,M,M
1/3/19,PM,5,339,8162,-34.7,-57.7,M,M,M,M
1/3/19,PM,4,300,9010,-41.1,-53.1,265,174,82,40
1/3/19,PM,6,294.1,9144,M,M,265,181,82,41
1/3/19,PM,5,291,9216,-42.5,-53.5,M,M,M,M
1/3/19,PM,5,266,9813,-48.3,-60.3,M,M,M,M
1/3/19,PM,4,250,10220,-52.1,-61.1,265,179,82,52
1/3/19,PM,5,237,10562,-55.3,-61.3,M,M,M,M
1/3/19,PM,6,222.1,10972,M,M,270,176,83,60
1/3/19,PM,5,220,11032,-58.9,-62.1,M,M,M,M
1/3/19,PM,5,209,11352,-60.5,-67.5,M,M,M,M
1/3/19,PM,4,200,11630,-62.1,-72.1,265,156,83,66
1/3/19,PM,5,186,12079,-60.5,-75.5,M,M,M,M
1/3/19,PM,6,182.6,12192,M,M,265,136,83,70
1/3/19,PM,5,180,12282,-61.9,-79.9,M,M,M,M
1/3/19,PM,5,167,12744,-62.7,-82.7,M,M,M,M
1/3/19,PM,5,163,12894,-60.9,-82.9,M,M,M,M
1/3/19,PM,5,157,13126,-60.9,-83.9,M,M,M,M
1/3/19,PM,5,154,13246,-59.1,-84.1,M,M,M,M
1/3/19,PM,4,150,13410,-58.3,-85.3,275,116,84,79
1/3/19,PM,5,149,13452,-57.7,-84.7,M,M,M,M
1/3/19,PM,5,138,13934,-57.9,-89.9,M,M,M,M
1/3/19,PM,5,135,14073,-56.5,-88.5,M,M,M,M
1/3/19,PM,5,133,14167,-56.9,-88.9,M,M,M,M
1/3/19,PM,5,131,14263,-56.1,-88.1,M,M,M,M
1/3/19,PM,5,120,14817,-57.5,-89.5,M,M,M,M
1/3/19,PM,5,117,14976,-59.1,-90.1,M,M,M,M
1/3/19,PM,6,112.2,15240,M,M,280,101,85,89
1/3/19,PM,5,109,15420,-58.1,-89.1,M,M,M,M
1/3/19,PM,5,105,15654,-59.9,-90.9,M,M,M,M
1/3/19,PM,5,103,15774,-59.1,-90.1,M,M,M,M
1/3/19,PM,4,100,15960,-60.1,-91.1,275,88,86,93
1/3/19,PM,5,95,16279,-59.7,-90.7,M,M,M,M
1/3/19,PM,6,92.2,16459,M,M,280,98,86,96
1/3/19,PM,5,74.3,17783,-67.5,-94.5,M,M,M,M
1/3/19,PM,5,72.8,17906,-66.7,-94.7,M,M,M,M
1/3/19,PM,4,70,18150,-67.9,-94.9,285,75,87,104
1/3/19,PM,6,68.4,18288,M,M,290,73,87,104
1/3/19,PM,5,64.3,18656,-70.4,-95.4,M,M,M,M
1/3/19,PM,5,56.7,19402,-69.5,-94.5,M,M,M,M
1/3/19,PM,5,54.6,19628,-66.5,-93.5,M,M,M,M
1/3/19,PM,6,53,19812,M,M,290,80,89,110
1/3/19,PM,5,52.8,19830,-66.5,-93.5,M,M,M,M
1/3/19,PM,5,50.5,20101,-62.7,-92.7,M,M,M,M
1/3/19,PM,4,50,20170,-62.9,-92.9,295,70,89,111
1/3/19,PM,6,48,20421,M,M,300,69,89,112
1/3/19,PM,5,47.9,20434,-61.7,-91.7,M,M,M,M
1/3/19,PM,6,45.7,20726,M,M,285,59,89,113
1/3/19,PM,5,42.7,21135,-66.9,-94.9,M,M,M,M
1/3/19,PM,5,41.9,21249,-65.9,-94.9,M,M,M,M
1/3/19,PM,6,41.3,21336,M,M,285,59,90,115
1/3/19,PM,5,39.8,21558,-68.3,-95.3,M,M,M,M
1/3/19,PM,6,39.3,21640,M,M,290,56,90,116
1/3/19,PM,6,37.3,21945,M,M,280,70,90,117
1/3/19,PM,6,32,22860,M,M,275,66,90,121
1/3/19,PM,5,31.8,22904,-67.3,-95.3,M,M,M,M
1/3/19,PM,5,30.4,23173,-69.1,-96.1,M,M,M,M
1/3/19,PM,4,30,23260,-68.5,-95.5,285,69,90,122
1/3/19,PM,5,29.7,23320,-67.9,-94.9,M,M,M,M
1/3/19,PM,5,28.9,23483,-69.1,-95.1,M,M,M,M
1/3/19,PM,5,27.4,23801,-68.3,-96.3,M,M,M,M
1/3/19,PM,6,26.2,24079,M,M,295,60,91,125
1/3/19,PM,5,25.1,24323,-70.5,-96.5,M,M,M,M
1/3/19,PM,6,24.8,24384,M,M,295,76,91,126
1/3/19,PM,5,20.5,25535,-65.7,-94.7,M,M,M,M
1/3/19,PM,4,20,25690,-64.3,-94.3,300,64,92,131
1/3/19,PM,5,19.2,25941,-61.5,-92.5,M,M,M,M
1/3/19,PM,6,18.4,26212,M,M,295,59,92,132
1/3/19,PM,5,17.9,26373,-62.5,-92.5,M,M,M,M
1/3/19,PM,5,16.9,26728,-60.7,-91.7,M,M,M,M
1/3/19,PM,6,16.6,26822,M,M,305,71,93,134
1/3/19,PM,5,16.4,26914,-61.5,-92.5,M,M,M,M
1/3/19,PM,6,15.1,27432,M,M,305,67,93,136
1/3/19,PM,5,14.4,27727,-56.9,-88.9,M,M,M,M
1/3/19,PM,5,13.4,28181,-56.9,-88.9,M,M,M,M
1/3/19,PM,5,11.2,29329,-51.1,-85.1,M,M,M,M
1/3/19,PM,6,10.3,29870,M,M,310,59,95,143
1/3/19,PM,4,10,30080,-51.1,-85.1,315,55,95,144
1/3/19,PM,5,9.9,30145,-51.7,-84.7,M,M,M,M
1/3/19,PM,6,9.4,30480,M,M,320,49,95,145
1/3/19,PM,5,9.3,30551,-49.7,-83.7,M,M,M,M
1/3/19,PM,5,9.2,30622,-45.9,-80.9,M,M,M,M
1/3/19,PM,5,9,30768,-44.1,-80.1,M,M,M,M
1/3/19,PM,6,8.9,30784,M,M,325,36,96,145
1/3/19,PM,6,8.2,31394,M,M,305,52,96,146
1/3/19,PM,5,7.9,31633,-47.7,-82.7,M,M,M,M
1/4/19,AM,9,1003,94,1.4,-2.4,0,0,0,0
1/4/19,AM,4,1000,123,1.2,-2.5,260,1,129,0
1/4/19,AM,6,977.5,304,M,M,280,5,90,0
1/4/19,AM,5,974,333,-1.1,-4.2,M,M,M,M
1/4/19,AM,6,940.6,609,M,M,275,14,96,0
1/4/19,AM,5,926,733,-3.7,-7.8,M,M,M,M
1/4/19,AM,4,925,745,-3.9,-8,285,16,97,0
1/4/19,AM,6,905.2,914,M,M,290,20,100,0
1/4/19,AM,6,870.5,1219,M,M,290,19,104,0
1/4/19,AM,4,850,1405,-9.9,-10.4,280,25,104,1
1/4/19,AM,5,838,1514,-10.7,-10.9,M,M,M,M
1/4/19,AM,6,804.1,1828,M,M,280,25,102,1
1/4/19,AM,5,797,1896,-13.5,-13.6,M,M,M,M
1/4/19,AM,5,795,1915,-13.3,-13.5,M,M,M,M
1/4/19,AM,5,791,1953,-10.9,-15.5,M,M,M,M
1/4/19,AM,5,787,1992,-10.5,-17.5,M,M,M,M
1/4/19,AM,5,779,2070,-9.7,-18.7,M,M,M,M
1/4/19,AM,6,772.6,2133,M,M,300,32,104,2
1/4/19,AM,5,770,2159,-9.5,-26.5,M,M,M,M
1/4/19,AM,5,760,2260,-8.3,-22.3,M,M,M,M
1/4/19,AM,6,742.8,2438,M,M,300,37,107,2
1/4/19,AM,5,736,2509,-7.5,-23.5,M,M,M,M
1/4/19,AM,5,731,2562,-6.9,-17.9,M,M,M,M
1/4/19,AM,5,723,2648,-6.7,-17.7,M,M,M,M
1/4/19,AM,6,714.4,2743,M,M,290,40,109,3
1/4/19,AM,4,700,2905,-6.9,-21.9,290,45,109,3
1/4/19,AM,5,694,2972,-7.1,-24.1,M,M,M,M
1/4/19,AM,5,675,3187,-7.5,-22.5,M,M,M,M
1/4/19,AM,5,668,3268,-7.3,-28.3,M,M,M,M
1/4/19,AM,5,663,3326,-7.7,-26.7,M,M,M,M
1/4/19,AM,6,660.8,3352,M,M,295,55,110,4
1/4/19,AM,5,637,3635,-9.5,-13.7,M,M,M,M
1/4/19,AM,6,635.2,3657,M,M,285,57,110,5
1/4/19,AM,5,606,4017,-11.7,-15.1,M,M,M,M
1/4/19,AM,5,601,4080,-11.7,-16.4,M,M,M,M
1/4/19,AM,5,595,4157,-10.9,-21.9,M,M,M,M
1/4/19,AM,6,586.5,4267,M,M,290,59,109,7
1/4/19,AM,5,574,4431,-13.1,-26.1,M,M,M,M
1/4/19,AM,5,558,4645,-14.7,-37.7,M,M,M,M
1/4/19,AM,5,546,4810,-13.3,-44.3,M,M,M,M
1/4/19,AM,6,541.2,4876,M,M,300,64,110,9
1/4/19,AM,5,513,5279,-17.3,-35.3,M,M,M,M
1/4/19,AM,4,500,5480,-18.7,-36.7,305,71,112,12
1/4/19,AM,6,499.6,5486,M,M,305,71,112,12
1/4/19,AM,6,459.8,6096,M,M,295,74,113,14
1/4/19,AM,5,446,6319,-24.9,-47.9,M,M,M,M
1/4/19,AM,4,400,7100,-32.5,-51.5,290,75,113,18
1/4/19,AM,5,383,7403,-35.5,-51.5,M,M,M,M
1/4/19,AM,5,372,7605,-36.7,-54.7,M,M,M,M
1/4/19,AM,6,371.2,7620,M,M,290,75,113,20
1/4/19,AM,6,339.4,8229,M,M,285,77,112,23
1/4/19,AM,5,334,8338,-43.7,-58.7,M,M,M,M
1/4/19,AM,6,309.7,8839,M,M,285,94,111,26
1/4/19,AM,5,304,8962,-48.5,-57.5,M,M,M,M
1/4/19,AM,4,300,9050,-49.1,-58.1,280,89,111,27
1/4/19,AM,6,295.7,9144,M,M,280,91,111,27
1/4/19,AM,5,294,9182,-50.3,-60.3,M,M,M,M
1/4/19,AM,5,283,9431,-49.5,-62.5,M,M,M,M
1/4/19,AM,5,263,9906,-53.1,-66.1,M,M,M,M
1/4/19,AM,5,255,10104,-53.3,-67.3,M,M,M,M
1/4/19,AM,5,252,10180,-52.7,-67.7,M,M,M,M
1/4/19,AM,4,250,10240,-53.1,-68.1,275,111,108,33
1/4/19,AM,5,236,10608,-55.3,-72.3,M,M,M,M
1/4/19,AM,6,233.8,10668,M,M,275,118,107,36
1/4/19,AM,5,205,11502,-56.1,-77.1,M,M,M,M
1/4/19,AM,4,200,11660,-56.5,-78.5,280,116,105,42
1/4/19,AM,5,179,12359,-58.1,-82.1,M,M,M,M
1/4/19,AM,5,174,12537,-57.3,-83.3,M,M,M,M
1/4/19,AM,5,170,12683,-57.9,-83.9,M,M,M,M
1/4/19,AM,5,161,13026,-57.1,-85.1,M,M,M,M
1/4/19,AM,5,151,13430,-58.1,-86.1,M,M,M,M
1/4/19,AM,4,150,13480,-57.9,-85.9,285,87,105,52
1/4/19,AM,6,144.5,13716,M,M,285,82,105,54
1/4/19,AM,5,143,13781,-56.5,-86.5,M,M,M,M
1/4/19,AM,5,135,14145,-56.9,-87.9,M,M,M,M
1/4/19,AM,6,119,14935,M,M,270,79,104,59
1/4/19,AM,6,113.3,15240,M,M,275,83,104,60
1/4/19,AM,5,112,15315,-60.5,-89.5,M,M,M,M
1/4/19,AM,5,110,15427,-59.1,-89.1,M,M,M,M
1/4/19,AM,5,104,15776,-60.5,-89.5,M,M,M,M
1/4/19,AM,5,102,15897,-59.1,-89.1,M,M,M,M
1/4/19,AM,4,100,16020,-59.1,-89.1,285,71,103,64
1/4/19,AM,5,88,16812,-63.1,-91.1,M,M,M,M
1/4/19,AM,5,85.8,16968,-61.3,-91.3,M,M,M,M
1/4/19,AM,5,74.3,17856,-62.5,-91.5,M,M,M,M
1/4/19,AM,6,72.8,17983,M,M,300,79,104,72
1/4/19,AM,4,70,18230,-61.3,-91.3,295,68,104,73
1/4/19,AM,6,69.3,18288,M,M,295,62,104,73
1/4/19,AM,5,68.5,18364,-61.3,-91.3,M,M,M,M
1/4/19,AM,6,62.8,18897,M,M,300,69,105,75
1/4/19,AM,5,58.2,19364,-64.5,-92.5,M,M,M,M
1/4/19,AM,5,52,20042,-69.7,-94.7,M,M,M,M
1/4/19,AM,6,51.4,20116,M,M,300,49,106,79
1/4/19,AM,4,50,20280,-70.5,-94.5,300,50,106,79
1/4/19,AM,5,42.1,21293,-72.4,-96.4,M,M,M,M
1/4/19,AM,6,41.8,21336,M,M,300,67,106,83
1/4/19,AM,5,35.5,22281,-77.1,-98.1,M,M,M,M
1/4/19,AM,6,33.9,22555,M,M,310,81,107,87
1/4/19,AM,5,31.6,22954,-72.9,-96.9,M,M,M,M
1/4/19,AM,4,30,23270,-74.1,-97.1,315,74,108,90
1/4/19,AM,5,28.2,23629,-75.1,-96.1,M,M,M,M
1/4/19,AM,5,26,24100,-74.1,-96.1,M,M,M,M
1/4/19,AM,6,24.8,24384,M,M,305,76,109,95
1/4/19,AM,5,21.7,25176,-65.1,-93.1,M,M,M,M
1/4/19,AM,4,20,25680,-67.1,-93.1,320,33,110,98
1/4/19,AM,6,19.2,25908,M,M,315,26,110,99
1/4/19,AM,5,17.3,26545,-70.9,-93.9,M,M,M,M
1/4/19,AM,6,16.5,26822,M,M,285,53,110,101
1/4/19,AM,5,15.7,27119,-70.1,-94.1,M,M,M,M
1/4/19,AM,6,14.9,27432,M,M,290,67,110,103
